from,to
250,5999
250,3653
250,6683
250,1320
250,2435
251,4406
251,1414
251,6136
252,2447
252,3140
252,2439
252,2586
252,1789
252,1883
252,1408
252,6921
252,2909
253,275
253,2591
253,3420
253,5730
253,5474
253,5556
253,6948
253,4480
253,4718
253,1615
253,4916
254,6962
254,6136
255,990
255,863
255,2481
255,5498
255,4479
256,5982
257,4732
257,4825
257,488
257,1713
257,2270
257,4438
257,2667
257,6443
258,4556
258,5466
258,1010
258,5010
258,4057
258,877
258,6943
258,6716
258,6239
258,5387
258,5213
259,2732
259,596
259,6059
259,4887
259,4709
259,5367
259,945
259,5710
259,877
259,1883
259,5389
259,2168
259,5979
260,1229
260,5842
261,6303
261,6502
261,4950
261,4291
261,1349
261,5002
261,338
261,2731
261,4527
261,2254
261,449
261,1464
261,650
261,4290
261,3743
261,2503
261,410
261,2845
261,1146
261,6045
261,4695
261,2553
261,4032
261,6916
261,6723
261,3758
261,2054
261,4479
261,7000
261,5761
261,3815
261,527
261,1781
261,3123
261,7054
261,6991
261,4931
261,4493
261,4874
261,1601
261,4109
261,6631
261,2481
261,4744
4735,2763
263,2447
263,2919
263,4799
263,6918
263,2262
263,3925
263,4418
263,1388
263,3728
263,4087
263,5328
263,1472
264,4027
264,1773
264,5904
265,546
265,5338
265,5842
265,5909
265,7069
265,4076
266,3630
266,2781
1182,5389
268,2431
268,2545
268,1477
268,4070
268,57
268,4231
268,2295
268,4223
268,2153
268,6243
268,6903
269,2026
269,4029
269,4949
270,5328
270,2201
271,5400
272,3867
273,6632
273,5402
273,2304
273,1254
273,5161
274,2732
274,1407
274,4265
275,788
275,1265
275,4444
275,2179
275,3838
275,6136
275,4330
275,3996
275,6821
275,3586
275,1407
275,6808
275,667
275,4709
275,3650
275,3401
275,2332
275,4406
275,4319
275,2204
275,5569
275,5046
275,3270
275,1057
275,2928
4737,5829
4737,4893
4737,3949
4737,1647
4737,3258
4737,3653
5604,3435
5604,6352
277,4406
277,5724
277,6165
277,2636
278,1883
278,2233
278,4949
279,4791
279,5900
280,3864
280,2559
280,4949
280,5565
280,4396
281,3373
281,3268
281,1609
281,6120
281,1773
281,3285
282,4145
282,3231
282,4460
282,1429
282,631
283,692
283,1542
283,5241
283,5229
283,4723
283,638
283,5725
283,2529
284,3706
284,4016
6998,6969
6998,5612
6998,5890
6998,1678
6998,6624
285,368
285,5331
285,1831
3542,1536
3542,371
3542,838
3542,5823
3542,6022
3542,4794
3542,4056
287,300
287,6974
287,6136
288,3438
288,3258
288,4816
289,3470
289,6136
290,2447
290,4378
290,1103
290,733
290,6136
290,4406
290,3211
290,2180
290,545
290,4482
290,3706
290,2106
291,2562
291,581
291,5253
291,792
291,416
291,2186
291,3541
291,3651
291,1924
291,3392
291,370
291,5605
291,3801
291,2845
291,2466
291,2106
292,1883
292,3706
292,1792
292,717
292,1773
4741,485
4741,1292
4741,5879
4741,5240
4741,5345
4741,593
294,2646
294,1406
294,4016
294,1891
294,2213
294,4081
294,4242
294,1598
294,650
294,2130
296,5329
297,6775
298,5402
298,1295
298,2400
299,7054
299,6693
299,5659
300,2284
300,927
300,4795
300,4128
300,6239
300,5052
300,6075
300,1598
300,4406
300,3268
300,3915
300,1537
300,3050
300,2523
300,1200
300,5006
300,5215
301,2447
301,2719
301,6289
301,4374
301,1319
301,792
301,451
301,752
301,4913
301,3760
301,4087
301,6467
301,6165
301,5583
301,5360
301,4869
301,6168
301,3445
302,2879
302,5768
302,5842
302,4721
302,2388
302,2661
302,5530
302,7056
302,5538
302,5555
303,1059
303,4700
304,4196
304,4620
304,6917
304,2002
304,932
304,1598
304,1328
304,1002
304,5510
304,2345
304,5569
304,5433
304,5429
304,6868
5508,3759
5508,689
306,5239
306,5090
306,3839
306,5362
306,2738
306,1483
306,2333
306,5029
306,2586
306,430
306,4602
306,2654
306,3371
1848,342
1848,7088
1848,3706
1848,1773
1848,5945
1848,3889
1857,375
1857,2170
1857,7016
1857,3596
1857,1632
1857,4639
1857,1638
1857,7008
1857,2840
1857,4008
1857,6903
309,1969
309,4950
1872,868
1872,2197
1872,1773
312,1883
312,396
312,5006
314,2342
314,2732
314,6033
314,1532
314,3902
314,6666
314,4087
314,3728
314,1111
314,727
314,6359
314,6056
314,4143
315,5743
315,2602
315,6892
5493,1170
316,943
316,835
316,1620
316,5153
317,949
318,2732
318,4639
2352,324
2352,2930
2352,3838
2352,1402
2352,6221
2352,2832
2352,6415
2352,972
2352,6467
2352,3499
2352,3643
2352,3057
2352,1961
2352,5386
2352,4738
2352,4949
2352,2381
2352,744
2352,5390
2352,6782
2352,2946
2352,6094
2352,6215
2352,6322
2352,1702
2352,1310
2352,3628
2352,3237
2352,3747
2352,1846
2352,1985
2352,4630
2352,5842
2352,3524
2352,5191
2352,6111
2352,6114
2352,988
2352,5304
2352,5419
2352,3763
2352,5630
2352,877
2352,3982
2352,5969
2352,1214
2352,996
2352,4256
2352,4979
2352,6124
2352,326
2352,3650
2352,4538
2352,3774
2352,3653
2352,3846
2352,1336
2352,1762
2352,3991
2352,3886
2352,890
2352,5216
2352,3995
2352,1008
2352,6138
2352,5649
2352,1451
2352,1554
2352,792
2352,759
2352,5910
2352,1739
2352,4124
2352,4330
2352,1179
2352,2669
2352,4012
2352,1883
2352,2670
2352,799
2352,5934
2352,4143
2352,1965
2352,5352
2352,6605
2352,2894
2352,4801
2352,5315
2352,5133
2352,2225
2352,706
2352,5298
2352,310
2352,807
2352,2586
2352,5759
2352,4792
2352,3806
2352,809
2352,1915
2352,2106
2352,3847
2352,4240
2352,1691
2352,1257
2352,4242
2352,1059
2352,6098
2352,2088
2352,4234
2352,1483
2352,2439
2352,1486
2352,4921
2352,5949
2352,4155
2352,4374
2352,1268
2352,2919
2352,2815
2352,2845
2352,7115
2352,6187
2352,3826
2352,1601
2352,7053
2352,2805
2352,2597
2352,1173
2352,3181
2352,1399
320,4842
320,570
320,4620
320,5132
320,2506
320,2187
320,6716
320,6808
320,4501
320,1275
321,1645
321,5315
321,4547
321,879
321,2815
321,5312
321,4987
321,4863
321,4791
321,1983
321,6734
321,1846
322,6623
322,6832
322,3270
322,2599
322,6254
322,2823
322,6007
322,3624
322,4779
322,5387
323,3902
324,1946
324,3433
324,3835
324,4693
325,502
325,358
325,3097
325,1963
325,3401
326,6393
326,2779
326,3098
326,5502
326,2899
326,6664
326,4406
326,2064
326,3910
326,6180
326,3440
327,7057
327,4004
327,3713
327,3401
3548,4516
3548,5814
3548,6876
3548,4624
3548,3966
329,4016
330,4196
330,3275
330,6883
330,1119
330,5866
330,454
330,6145
330,2755
330,5353
330,4218
330,393
330,4833
330,3784
330,1688
330,4620
330,675
330,6501
330,1701
330,2529
330,859
330,6730
330,5338
330,3595
330,2107
330,6405
330,5614
330,5140
330,430
330,4602
330,5746
1955,2764
1955,1148
1955,1925
1955,6199
1955,6326
332,5812
332,6033
332,6778
333,4016
333,2466
334,6317
335,2524
335,3469
335,2423
335,653
335,3830
335,1684
335,2822
335,2922
336,3448
336,4639
336,5255
336,6055
336,2853
336,3713
6701,4071
6701,2729
6701,5288
6701,2201
337,6019
337,1399
338,5225
338,5412
338,1781
338,4174
338,2399
338,527
338,4479
338,2731
338,4486
338,449
338,1335
338,6991
338,5927
338,5240
338,4874
338,3910
338,2503
338,2481
338,4744
339,1529
339,5360
339,869
339,1717
339,4131
339,5814
339,1166
339,6344
339,2320
339,6465
339,3591
339,1467
339,3270
339,2586
339,6051
339,1899
339,665
339,6910
339,5877
340,6482
340,6237
340,1691
340,4945
340,7068
340,6022
341,360
341,5730
341,5296
341,4267
341,2989
341,1535
341,1855
341,5269
1993,2825
1993,4482
1993,4174
1993,2794
1993,2677
1993,5002
1993,7000
1993,2548
1993,650
1993,2481
1993,6272
343,6592
343,4121
343,973
343,974
343,6716
343,4732
343,6821
343,2186
343,4426
343,3616
343,1920
343,3401
343,426
343,3840
343,4404
343,1601
343,5268
343,6181
343,4928
343,3721
343,4090
344,2269
344,759
344,6284
344,5969
345,2793
345,1924
345,2096
345,5842
345,4151
345,5627
345,5888
345,3225
345,4377
2015,4508
2015,6286
2015,5362
2015,5132
2015,2014
2015,585
2015,5029
2015,3486
2015,2161
5949,744
5949,1974
5949,5786
5949,1044
5949,2439
5949,911
5949,1528
5949,5945
5949,1773
5949,5043
5949,5829
5949,3285
5949,4334
5949,4202
5949,807
5949,2466
5949,3258
5949,4808
348,2064
349,2732
349,4949
350,4196
350,1773
350,2213
351,4274
351,1869
351,4949
351,1604
351,6985
351,818
351,465
351,6087
351,1441
351,2472
352,793
352,5842
352,6485
352,4715
352,4620
352,1397
352,3624
352,3645
353,2732
353,7063
353,5786
353,1103
353,2215
353,3813
353,6190
353,4039
353,2096
353,1341
353,1085
353,372
354,1745
354,6147
354,2168
354,749
354,4813
354,2098
354,5665
354,2580
355,6136
355,5165
355,3401
356,4196
356,3847
356,4190
356,5146
356,5292
356,3047
356,2934
356,5291
356,1650
358,2026
358,2049
358,617
358,3520
358,2657
358,3824
358,3012
358,1303
358,4200
358,5417
358,1457
358,2383
358,6030
358,1082
358,800
358,2736
358,3031
358,3819
358,549
358,1267
358,5738
358,6246
358,5039
358,3175
358,1308
358,2798
358,5288
358,5825
358,3691
358,560
358,6755
358,5122
358,6944
358,5695
359,931
360,4963
360,6073
360,6357
360,6611
360,6883
360,1673
360,2632
360,2638
360,5550
360,3996
360,1515
360,1982
360,1487
360,6214
360,2732
360,6091
360,6921
360,3177
360,6007
360,2014
360,1026
360,1598
360,581
360,6212
360,6217
360,3079
360,1604
360,1397
361,5789
362,1883
362,5580
362,1924
362,6925
362,5835
362,1386
362,3953
362,3706
362,6491
362,2779
362,5522
363,5842
363,3022
363,1170
363,6719
363,3926
363,2883
363,6377
363,668
363,481
363,2386
363,4537
364,2785
364,3745
364,4652
364,1996
364,6627
364,4606
365,4725
365,2279
365,3731
365,2819
365,5358
365,3325
366,3453
366,6270
366,2543
366,5569
366,1205
366,2485
366,2129
366,5987
366,3840
366,4760
1198,4630
1198,3577
1198,3098
1198,4503
1198,5348
1198,792
1198,2162
1198,1456
1198,5758
1198,3855
1198,972
1198,5573
1198,6483
1198,6509
1198,6782
1198,2185
1198,7036
1198,5674
1198,4485
1198,2106
368,2026
368,2879
368,1507
368,5755
368,1120
368,5051
368,759
368,3165
368,3894
368,2422
368,972
368,1980
368,1981
368,1886
368,5014
368,3979
368,1303
368,4018
368,733
368,2895
368,3683
368,4461
368,6964
368,6847
368,2741
368,3867
368,3285
368,4027
368,2389
368,1088
368,563
368,1634
368,1089
368,5842
368,2803
368,2595
368,5067
368,5555
368,1891
368,2137
368,1214
368,3533
368,475
368,5530
368,579
368,626
368,6637
368,3868
368,3320
368,2464
368,6680
368,4323
368,2079
368,1165
368,6024
368,3443
368,1168
368,1675
368,4949
368,5561
368,2412
368,1006
368,4801
368,6359
368,7056
368,5164
368,2203
369,3867
370,5458
370,2838
370,792
370,4826
370,6023
370,4676
370,2087
370,1179
370,3302
370,5385
370,2218
370,4949
370,2606
370,1175
370,4282
370,2814
370,1524
370,1812
370,5333
370,4230
370,4087
370,1527
370,2845
370,6121
370,1310
370,6102
370,5138
370,2106
370,1902
370,4196
370,5842
370,6567
370,5191
370,6921
370,4098
370,5523
370,2962
370,5355
370,421
370,6716
370,2466
370,6576
370,5069
370,1103
370,5618
370,3762
370,1237
370,2128
370,2529
370,3991
370,6762
370,5509
370,4057
370,1546
370,5485
370,2137
370,5595
370,2247
370,1283
370,6192
5953,2026
5953,5010
5953,5146
5953,466
5953,5538
5953,4949
372,2719
372,2609
372,5728
372,5973
372,6480
372,7018
372,5349
372,6422
372,4949
372,1214
372,748
372,2385
372,739
372,2277
372,2740
372,560
372,2523
372,4628
372,4196
372,3752
372,6357
372,4853
372,5842
372,6165
372,4639
372,3635
372,1481
372,187
372,5303
372,2179
372,2641
372,877
372,5499
372,6808
372,5100
372,7043
372,1804
372,3432
372,3520
372,1966
372,1773
372,3656
372,1869
372,6922
372,1010
372,6141
372,901
372,494
372,2872
372,4659
372,2426
372,6605
372,1890
372,753
372,5333
372,506
372,806
372,2683
372,807
372,6733
372,920
372,5759
372,2345
372,3470
372,4799
372,5271
372,3110
372,6297
372,3607
372,5262
372,6870
372,2934
372,4591
372,5523
372,3819
372,6058
372,4256
372,783
372,832
372,4310
372,1812
372,3042
372,5046
372,5305
372,2247
372,3269
372,1175
373,485
373,4032
373,6991
373,1147
373,5537
373,685
373,4140
373,5234
373,3910
373,4109
373,6045
373,4130
373,6689
373,3663
373,4176
374,5516
374,5069
374,1104
374,726
374,4121
374,2098
374,5411
374,5725
374,3625
374,2336
374,3005
374,6345
374,2664
374,526
374,1882
374,4111
374,3830
374,4393
374,6440
374,6192
375,3902
375,1906
375,2087
375,2321
375,5337
375,4949
376,4347
377,5225
377,4843
377,2586
377,830
377,3047
377,3490
377,6223
377,2339
378,2825
378,5654
378,6168
378,2858
379,485
379,6136
379,2213
379,2481
379,410
379,5345
380,1059
380,2392
380,5394
380,2262
380,5540
380,1169
380,1483
380,2304
380,4201
380,4563
380,1818
380,4949
381,1481
382,206
383,1721
383,2049
383,5721
383,4314
383,3757
383,6136
383,7043
383,2740
383,6776
383,5825
383,5748
383,2061
383,3448
383,4949
383,6638
1203,1170
1203,6136
1203,4140
385,4634
385,5122
386,3673
386,5276
386,5810
386,4036
386,5813
386,2179
386,4949
386,3173
387,2732
387,5224
387,6244
387,6077
387,4191
387,7069
387,3401
387,2466
387,1773
388,581
388,3448
388,1924
388,3219
389,4274
389,1598
389,3401
390,2184
390,609
390,4643
390,3457
390,6413
391,4140
392,1924
392,1402
392,5556
392,6801
392,6440
392,4658
392,4076
4753,6116
4753,3153
4753,5866
4753,6708
4753,2529
395,6281
395,6861
395,6914
396,708
396,1529
396,4610
396,5186
396,4555
396,7043
396,1665
396,1991
396,2303
396,2490
396,3643
396,6870
396,1214
396,667
396,579
396,721
396,3962
396,5207
396,5538
396,3290
396,2740
396,2683
396,2495
396,2526
396,1961
396,811
397,3991
397,6357
397,966
397,6869
397,6493
397,2128
397,6921
397,739
398,3760
398,4202
398,2212
398,3706
399,3836
399,4887
399,5616
399,3839
399,5538
399,205
399,1290
399,2880
399,3728
399,7070
399,6118
399,1667
399,2270
399,1984
399,2732
399,2676
399,5979
399,5338
399,2385
399,3566
399,826
399,3117
399,6959
399,3867
399,4910
399,704
399,1995
399,1340
399,6376
399,4173
399,3096
399,6178
399,2576
399,3591
399,3842
399,5467
399,6556
399,2186
399,6756
399,775
399,3813
399,3047
399,6242
399,2769
399,1762
399,587
399,2591
399,5777
399,6059
399,4662
399,2440
399,1103
399,1821
399,5731
400,4406
400,6107
400,897
400,3379
400,5394
400,5079
400,639
400,6136
400,5049
401,3902
401,4472
401,4839
401,1773
401,2907
401,614
401,663
401,4178
401,4591
401,4841
401,3203
402,2825
402,3148
402,2975
402,4140
403,4317
403,6831
403,3595
403,4639
403,5629
403,5274
403,5338
403,2913
403,4337
403,1947
403,1773
404,563
404,6033
404,6816
404,6600
404,6015
406,510
406,1651
407,1259
3559,4494
3559,3268
3559,6575
409,2430
409,54
409,2793
409,1624
409,1076
409,3401
409,1989
409,6512
409,4863
409,3856
409,5269
410,2719
410,4032
410,5879
410,6916
410,2387
410,2262
410,5145
410,4479
410,5354
410,2009
410,4025
410,582
410,449
410,1986
410,1464
410,650
410,6991
410,507
410,5927
410,485
410,3910
410,2503
410,3185
410,5184
410,6148
410,2481
410,6045
410,4695
410,5935
6729,5523
411,5452
411,4282
411,5842
411,5577
411,1010
411,5852
411,2529
411,1576
411,2107
411,3731
411,5262
411,3808
412,2732
412,1897
412,4889
412,1773
412,6037
413,1454
413,5305
413,4122
414,547
414,1110
414,6016
414,1941
415,936
415,6974
415,1076
2367,485
2367,3902
2367,1980
2367,4016
2367,2481
2367,5428
2367,6136
2367,6897
6780,4406
6780,3936
6780,6899
6780,6151
6780,3650
6780,987
6704,2796
418,539
418,2808
418,6358
418,4094
418,1502
418,2130
418,1858
419,3342
419,3731
419,2832
419,3112
420,267
420,3981
421,4979
421,5674
421,1982
422,4004
422,3338
422,4949
422,3401
423,6858
423,2880
423,2887
423,689
423,5902
423,475
423,3759
423,2204
423,3278
424,6152
425,1461
425,4949
425,6419
426,485
426,4140
427,2306
427,6883
428,2064
428,1103
428,2899
428,1497
428,6990
428,5255
428,452
428,3925
428,4702
428,6019
428,1773
428,4949
428,1399
429,1591
429,1773
429,4191
430,4324
430,1119
430,1402
430,4308
430,6150
430,4218
430,1356
430,3900
430,4337
430,5746
430,5576
430,4620
430,4445
430,3621
430,5132
430,500
430,4464
430,859
430,6730
430,5338
430,4141
430,3688
430,1576
430,3295
430,2504
430,5759
430,3187
430,923
430,2166
430,1904
430,6884
430,812
430,2849
430,4097
430,3577
430,5411
430,6696
430,5823
430,4242
430,932
430,2114
430,933
430,2755
430,4480
430,526
430,1996
430,4760
430,3370
430,5511
430,6943
430,3210
430,4568
430,6239
430,2919
430,1334
430,5210
430,4833
430,5085
430,6465
430,675
430,4318
430,2107
430,2819
430,5569
430,3510
430,4602
430,6615
431,393
431,1103
431,4016
431,5104
431,1964
431,2098
431,1773
431,5366
431,4748
431,5138
431,526
431,6530
431,5293
431,6985
431,3097
5964,3706
5964,6136
5964,4329
433,4809
433,2799
433,900
433,1673
433,3348
433,454
433,6062
433,832
433,2738
433,4244
433,5888
433,2728
433,5228
433,4366
433,2812
433,6910
434,4748
434,3978
434,2214
434,6530
434,1414
434,4949
434,1990
435,4406
435,2740
435,581
435,5842
435,5269
435,4140
435,6136
435,5389
436,5478
436,4205
437,4983
438,1773
439,1533
440,2653
440,1564
440,1506
441,2825
441,4196
441,5292
441,607
441,2595
441,5941
441,934
441,6716
441,6955
441,6631
441,3643
441,5557
441,1359
441,4895
441,5674
441,2186
441,3453
441,3820
441,5709
441,6202
441,3240
441,3376
441,1846
441,1026
441,4328
441,1615
441,3482
441,7030
441,1924
441,667
441,2345
441,1428
441,4865
441,2533
441,3747
441,4439
441,2577
441,3273
441,2168
441,5817
5965,3363
5965,1924
5965,5836
5965,5995
5965,2781
5965,2671
5965,2651
442,2732
443,502
443,2882
444,6917
444,4927
445,6723
446,2674
446,4004
446,3059
446,5768
446,635
1214,2825
1214,5842
1214,1402
1214,1976
1214,5349
1214,3811
1214,1812
1214,6050
1214,5233
1214,494
1214,4930
1214,3731
1214,2201
1214,2119
1214,3819
1214,2096
1214,491
1214,4883
1214,4191
1214,6716
1214,1773
1214,5338
1214,3867
1214,1869
1214,4411
1214,7121
1214,5759
1214,875
1214,2107
448,4324
448,6026
448,2691
448,3520
448,2823
448,5349
448,4798
448,5300
448,1180
448,1650
448,4041
448,1058
448,6254
448,4201
448,5174
448,6059
448,6838
448,5811
448,6750
448,3210
448,1866
448,6070
448,6438
448,4190
448,859
448,728
448,5511
448,2595
448,5657
448,612
448,5906
448,1846
448,4920
449,4032
449,6916
449,4950
449,2054
449,4479
449,1261
449,5002
449,527
449,1781
449,2731
449,2553
449,7030
449,4290
449,650
449,6991
449,2254
449,4874
449,2503
449,1004
449,6045
450,552
451,3077
451,6782
451,1637
451,686
451,5364
451,2989
451,2309
451,3721
451,3586
451,5557
451,4028
451,1399
451,2876
451,6952
452,132
452,4390
452,4671
452,3347
452,2895
452,2003
452,737
452,2833
452,3594
452,972
452,4192
452,1027
452,3801
452,5639
452,1860
452,4389
452,576
452,6548
452,1844
452,4524
2729,1530
2729,3746
2371,5333
2371,1969
2371,2278
2371,6136
2371,1360
455,6852
456,6676
456,2781
456,3762
456,1639
456,4639
457,4709
457,6101
457,1103
457,6234
457,5857
457,3401
457,5408
457,5079
457,1472
457,6056
458,2602
458,932
458,1041
458,4597
458,2632
458,1807
458,3071
458,2572
458,5555
458,5315
458,1980
458,1882
458,2345
458,4693
458,3691
458,5902
458,5684
458,3290
458,6422
458,5100
459,4702
459,5612
459,832
459,4656
460,1801
460,6802
460,3383
460,1229
460,6774
460,1231
460,5945
460,1208
460,6623
460,5404
460,622
460,6254
460,5757
460,577
460,6434
460,2508
461,3373
461,5393
461,4935
461,5006
461,1082
462,1883
462,1773
463,4952
464,2740
464,1773
464,5033
465,4685
465,927
465,624
465,4242
465,1773
465,6270
465,5872
465,1545
465,4225
465,2504
465,1604
465,3440
465,654
465,818
465,1175
466,2026
466,579
466,5831
466,4016
466,2419
466,5379
466,542
466,6108
466,4555
466,6178
466,2808
466,5731
466,6254
466,2464
466,2217
466,4709
466,4949
466,4054
466,2732
466,3031
466,581
466,5010
466,2157
466,6345
466,1987
466,1163
466,3566
466,3990
466,3939
466,4087
466,4293
466,4959
466,894
466,4935
466,2513
466,1472
466,4582
466,6292
467,2244
468,640
468,4466
468,3233
468,6136
468,3902
469,7030
469,5515
469,5931
469,4159
469,5557
469,5172
469,6033
470,1924
470,6921
471,4918
472,1825
473,4406
473,581
473,4314
473,1924
473,6136
473,4076
475,2732
475,3031
475,1186
475,2605
475,4497
475,1414
475,1739
475,1924
475,6858
475,4910
475,3867
475,6475
475,4076
475,4863
475,4949
475,2586
476,2264
477,4863
478,3760
478,1169
478,5446
479,1946
479,4631
479,4738
479,2722
479,6295
479,2188
479,3314
479,4815
479,1835
480,2210
480,5435
480,5583
480,560
480,3802
480,665
481,2386
481,1170
482,3760
482,1700
483,6740
483,3285
483,1044
483,5860
483,2074
483,6799
483,1773
483,5945
483,5043
483,4347
483,5495
483,5829
483,1869
483,2201
483,5328
483,5448
483,3258
483,4198
484,4973
484,1515
484,1784
484,1604
484,3520
484,500
484,5888
485,2825
485,5775
485,4171
485,3165
485,6894
485,2376
485,2030
485,740
485,5654
485,5497
485,1364
485,5468
485,5498
485,6209
485,6299
485,5586
485,2161
485,6216
485,2503
485,5184
485,863
485,3518
485,1847
485,5633
485,2850
485,3633
485,1954
485,4756
485,3758
485,1781
485,3313
485,4329
485,4510
485,664
485,6689
485,6482
485,6928
485,1112
485,6700
485,4434
485,4109
485,1870
485,4113
485,6474
485,1349
485,6144
485,5420
485,2422
485,5234
485,4125
485,5002
485,2891
485,4800
485,4689
485,4140
485,2857
485,1992
485,1142
485,5192
485,1146
485,1147
485,5345
485,2874
485,6016
485,6382
485,1906
485,5500
485,1482
485,4482
485,2119
485,2009
485,2481
485,158
485,2831
485,2580
485,2877
485,4486
485,1495
485,1224
485,4550
485,4493
485,4265
485,6889
485,5162
485,6453
485,1913
485,2634
485,5979
486,7063
486,6931
486,2888
486,4913
6069,2645
487,3275
487,2894
487,3739
487,542
487,2316
487,2448
487,1306
487,1773
487,6434
487,6623
487,2664
487,2845
487,6254
487,6582
487,1506
488,4556
5986,502
5986,1063
5986,2779
5986,5979
5986,4374
5986,2262
5986,3756
5986,3377
5986,5982
5986,1482
5986,2845
5986,2586
5986,4201
5986,2101
5986,2213
489,2325
489,3590
489,454
489,1692
489,2316
489,4711
489,1990
489,3236
489,3864
489,5404
489,5931
489,3394
489,6782
489,5445
489,5446
489,5624
1190,3913
1190,6112
